frame,ssim,mse,text,trans
24575,99.94,2.890332128064836e-05,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24576,99.94,3.901948372887529e-05,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24577,99.89,0.00011127778693049619,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24578,99.93,3.7574317664842866e-05,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24579,99.92,4.76904801130698e-05,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24580,99.92,6.069697468936155e-05,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24581,99.94,4.913564617710221e-05,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24582,99.95,2.3122657024518687e-05,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24583,99.94,2.4567823088551106e-05,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24584,99.99,5.780664256129672e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24585,100.0,4.335498192097253e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24586,99.98,1.1561328512259344e-05,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24587,100.0,4.335498192097253e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24588,99.99,2.890332128064836e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24589,99.99,4.335498192097253e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24590,100.0,1.445166064032418e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24591,99.99,2.890332128064836e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24592,99.98,5.780664256129672e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24593,99.99,2.890332128064836e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24594,100.0,2.890332128064836e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24595,99.98,5.780664256129672e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24596,100.0,1.445166064032418e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24597,100.0,2.890332128064836e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24598,99.99,7.22583032016209e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24599,99.99,4.335498192097253e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24600,100.0,1.445166064032418e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24601,99.99,5.780664256129672e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24602,99.98,7.22583032016209e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24603,100.0,2.890332128064836e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24604,99.98,1.1561328512259344e-05,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24605,99.99,1.445166064032418e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24606,99.99,4.335498192097253e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24607,100.0,1.445166064032418e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24608,100.0,1.445166064032418e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24609,99.99,4.335498192097253e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24610,100.0,0.0,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24611,100.0,0.0,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24612,99.99,5.780664256129672e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24613,100.0,1.445166064032418e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24614,100.0,1.445166064032418e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24615,99.99,4.335498192097253e-06,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24616,100.0,0.0,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24617,98.59,0.006543711937938789,是异度空间的最强神器,It's the most powerful instrument in the extraterrestrial space.
24618,22.38,0.80403403655114,,
24619,99.97,1.445166064032418e-06,,
24620,100.0,1.445166064032418e-06,,
24621,99.99,1.445166064032418e-06,,
24622,100.0,0.0,,
24623,100.0,0.0,,
24624,99.98,2.890332128064836e-06,,
24625,99.99,1.445166064032418e-06,,
24626,99.98,1.445166064032418e-06,,
24627,100.0,0.0,,
24628,99.99,1.445166064032418e-06,,
24629,100.0,0.0,,
24630,31.17,0.6154181877039491,看来,Looks like it.
24631,99.06,0.002351285186180744,看来,Looks like it.
24632,99.99,2.890332128064836e-06,看来,Looks like it.
24633,100.0,0.0,看来,Looks like it.
24634,100.0,0.0,看来,Looks like it.
24635,100.0,0.0,看来,Looks like it.
24636,98.88,0.0016561603093811512,看来,Looks like it.
24637,99.98,5.780664256129672e-06,看来,Looks like it.
24638,99.95,8.670996384194507e-06,看来,Looks like it.
24639,99.72,0.0009003384578921965,看来,Looks like it.
24640,99.76,0.00046534347261843864,看来,Looks like it.
24641,31.75,0.6223607654755609,,
24642,99.79,2.745815521661594e-05,,
24643,99.89,1.8787158832421433e-05,,
24644,99.87,1.3006494576291761e-05,,
24645,99.89,1.5896826704356598e-05,,
24646,99.85,1.5896826704356598e-05,,
24647,99.9,1.1561328512259344e-05,,
24648,37.8,0.5964706154384201,一场长老之争,A battle of elders.
24649,98.58,0.0026822282148441677,一场长老之争,A battle of elders.
24650,99.31,0.001953864518571829,一场长老之争,A battle of elders.
24651,99.97,1.1561328512259344e-05,一场长老之争,A battle of elders.
24652,99.97,1.3006494576291761e-05,一场长老之争,A battle of elders.
24653,99.98,1.0116162448226928e-05,一场长老之争,A battle of elders.
24654,100.0,0.0,一场长老之争,A battle of elders.
24655,99.99,2.890332128064836e-06,一场长老之争,A battle of elders.
24656,99.99,1.445166064032418e-06,一场长老之争,A battle of elders.
24657,99.99,4.335498192097253e-06,一场长老之争,A battle of elders.
24658,99.98,7.22583032016209e-06,一场长老之争,A battle of elders.
24659,100.0,2.890332128064836e-06,一场长老之争,A battle of elders.
24660,99.99,1.1561328512259344e-05,一场长老之争,A battle of elders.
24661,99.96,2.1677490960486268e-05,一场长老之争,A battle of elders.
24662,99.99,1.5896826704356598e-05,一场长老之争,A battle of elders.
24663,100.0,0.0,一场长老之争,A battle of elders.
24664,99.98,2.890332128064836e-06,一场长老之争,A battle of elders.
24665,100.0,1.445166064032418e-06,一场长老之争,A battle of elders.
24666,100.0,4.335498192097253e-06,一场长老之争,A battle of elders.
24667,99.93,7.22583032016209e-06,一场长老之争,A battle of elders.
24668,100.0,4.335498192097253e-06,一场长老之争,A battle of elders.
24669,99.98,4.335498192097253e-06,一场长老之争,A battle of elders.
24670,99.98,4.335498192097253e-06,一场长老之争,A battle of elders.
24671,99.99,2.890332128064836e-06,一场长老之争,A battle of elders.
24672,100.0,0.0,一场长老之争,A battle of elders.
24673,99.99,2.890332128064836e-06,一场长老之争,A battle of elders.
24674,100.0,0.0,一场长老之争,A battle of elders.
24675,99.98,4.335498192097253e-06,一场长老之争,A battle of elders.
24676,99.98,4.335498192097253e-06,一场长老之争,A battle of elders.
24677,100.0,0.0,一场长老之争,A battle of elders.
24678,99.98,7.22583032016209e-06,一场长老之争,A battle of elders.
24679,98.85,0.0035970183333766882,一场长老之争,A battle of elders.
24680,37.35,0.5982322728704755,,
24681,99.99,2.890332128064836e-06,,
24682,99.97,5.780664256129672e-06,,
24683,99.98,5.780664256129672e-06,,
24684,99.99,2.890332128064836e-06,,
24685,99.98,5.780664256129672e-06,,
24686,99.99,1.445166064032418e-06,,
24687,99.98,4.335498192097253e-06,,
24688,99.98,4.335498192097253e-06,,
24689,99.98,4.335498192097253e-06,,
24690,99.98,4.335498192097253e-06,,
24691,27.45,0.6664152077715251,在所难免,It's inevitable.
24692,99.11,0.002578176258233834,在所难免,It's inevitable.
24693,99.97,4.335498192097253e-06,在所难免,It's inevitable.
24694,99.98,4.335498192097253e-06,在所难免,It's inevitable.
24695,99.99,2.890332128064836e-06,在所难免,It's inevitable.
24696,98.61,0.0012500686453880416,在所难免,It's inevitable.
24697,99.69,0.00024423306482147865,在所难免,It's inevitable.
24698,99.43,0.0003714076784563314,在所难免,It's inevitable.
24699,99.78,0.00011994878331469068,在所难免,It's inevitable.
24700,99.79,0.00011416811905856102,在所难免,It's inevitable.
24701,99.36,0.00044655631378601716,在所难免,It's inevitable.
24702,99.99,7.22583032016209e-06,在所难免,It's inevitable.
24703,99.97,2.1677490960486268e-05,在所难免,It's inevitable.
24704,99.97,2.4567823088551106e-05,在所难免,It's inevitable.
24705,99.97,2.4567823088551106e-05,在所难免,It's inevitable.
24706,99.0,0.002098381124975071,在所难免,It's inevitable.
24707,99.94,5.925180862532914e-05,在所难免,It's inevitable.
24708,99.87,0.00021966524173292753,在所难免,It's inevitable.
24709,99.94,0.00014740693853130664,在所难免,It's inevitable.
24710,100.0,0.0,在所难免,It's inevitable.
24711,100.0,0.0,在所难免,It's inevitable.
24712,100.0,0.0,在所难免,It's inevitable.
24713,100.0,0.0,在所难免,It's inevitable.
24714,100.0,0.0,在所难免,It's inevitable.
24715,99.97,3.0348487344680776e-05,在所难免,It's inevitable.
24716,99.97,3.612915160081045e-05,在所难免,It's inevitable.
24717,100.0,1.445166064032418e-06,在所难免,It's inevitable.
24718,99.98,1.445166064032418e-06,在所难免,It's inevitable.
24719,99.99,4.335498192097253e-06,在所难免,It's inevitable.
24720,99.98,1.445166064032418e-06,在所难免,It's inevitable.
24721,100.0,0.0,在所难免,It's inevitable.
24722,99.93,2.3122657024518687e-05,在所难免,It's inevitable.
24723,98.95,0.0025261502799286666,在所难免,It's inevitable.
24724,27.44,0.6760067749385082,,
24725,99.67,0.00014018110821114455,,
24726,99.85,8.670996384194507e-05,,
24727,99.6,0.00024712339694954347,,
24728,99.91,5.347114436919947e-05,,
24729,99.74,0.00010838745480243134,,
24730,99.82,6.792280500952365e-05,,
24731,99.85,6.069697468936155e-05,,
24732,99.97,1.1561328512259344e-05,,
24733,99.97,1.0116162448226928e-05,,
24734,99.97,7.22583032016209e-06,,
24735,99.96,1.0116162448226928e-05,,
24736,99.97,1.0116162448226928e-05,,
24737,99.95,1.445166064032418e-05,,
24738,99.92,2.6012989152583522e-05,,
24739,99.8,9.249062809807475e-05,,
24740,99.7,0.00010260679054630167,,
24741,99.73,0.00010116162448226926,,
24742,99.75,8.237446564984782e-05,,
24743,99.74,8.092929958581542e-05,,
24744,99.68,0.00010838745480243134,,
24745,99.67,0.00010694228873839893,,
24746,99.73,0.00010549712267436651,,
24747,99.94,2.1677490960486268e-05,,
24748,99.94,1.1561328512259344e-05,,
24749,99.93,3.1793653408713196e-05,,
24750,99.95,1.5896826704356598e-05,,
24751,99.6,0.00010694228873839893,,
24752,26.52,0.6701148328954479,黑霸号,Blackjack.
24753,99.05,0.0019610903488919912,黑霸号,Blackjack.
24754,99.98,1.445166064032418e-05,黑霸号,Blackjack.
24755,99.99,1.1561328512259344e-05,黑霸号,Blackjack.
24756,99.99,1.5896826704356598e-05,黑霸号,Blackjack.
24757,99.98,2.0232324896453855e-05,黑霸号,Blackjack.
24758,99.95,7.803896745775058e-05,黑霸号,Blackjack.
24759,99.98,1.3006494576291761e-05,黑霸号,Blackjack.
24760,99.97,1.445166064032418e-05,黑霸号,Blackjack.
24761,99.98,7.22583032016209e-06,黑霸号,Blackjack.
24762,99.98,7.22583032016209e-06,黑霸号,Blackjack.
24763,99.99,7.22583032016209e-06,黑霸号,Blackjack.
24764,99.99,7.22583032016209e-06,黑霸号,Blackjack.
24765,99.98,8.670996384194507e-06,黑霸号,Blackjack.
24766,99.98,1.8787158832421433e-05,黑霸号,Blackjack.
24767,99.84,0.00019798775077244129,黑霸号,Blackjack.
24768,99.73,0.00021822007566889512,黑霸号,Blackjack.
24769,98.83,0.0018310254031290735,黑霸号,Blackjack.
24770,26.55,0.6718967226524001,,
24771,99.56,0.0001459617724672742,,
24772,99.71,9.682612629017202e-05,,
24773,99.29,0.00026157505758986766,,
24774,32.84,0.6019882594708957,风火轮,Wind-fire wheels.
24775,98.81,0.0027053508718686862,风火轮,Wind-fire wheels.
24776,99.9,3.323881947274562e-05,风火轮,Wind-fire wheels.
24777,99.73,7.081313713758848e-05,风火轮,Wind-fire wheels.
24778,99.78,7.370346926565332e-05,风火轮,Wind-fire wheels.
24779,99.6,0.00012572944757082037,风火轮,Wind-fire wheels.
24780,99.75,8.81551299059775e-05,风火轮,Wind-fire wheels.
24781,99.88,3.0348487344680776e-05,风火轮,Wind-fire wheels.
24782,99.7,9.104546203404234e-05,风火轮,Wind-fire wheels.
24783,99.86,3.901948372887529e-05,风火轮,Wind-fire wheels.
24784,99.8,4.913564617710221e-05,风火轮,Wind-fire wheels.
24785,99.87,4.76904801130698e-05,风火轮,Wind-fire wheels.
24786,99.76,5.058081224113463e-05,风火轮,Wind-fire wheels.
24787,98.72,0.0026952347094204594,风火轮,Wind-fire wheels.
24788,32.05,0.6093369289065007,,
24789,99.77,7.803896745775058e-05,,
24790,99.68,0.00010694228873839893,,
24791,99.83,4.480014798500496e-05,,
24792,99.68,0.00010405195661033409,,
24793,99.66,0.00011850361725065827,,
24794,99.62,0.0001358456100190473,,
24795,99.62,0.0001358456100190473,,
24796,99.69,9.827129235420443e-05,,
24797,99.73,8.960029597000992e-05,,
24798,99.76,6.503247288145881e-05,,
24799,99.79,6.936797107355605e-05,,
24800,99.89,4.480014798500496e-05,,
24801,99.96,5.780664256129672e-06,,
24802,99.9,3.612915160081045e-05,,
24803,99.83,6.069697468936155e-05,,
24804,99.83,6.214214075339397e-05,,
24805,99.75,7.9484133521783e-05,,
24806,99.77,6.936797107355605e-05,,
24807,99.63,0.0001445166064032418,,
24808,99.7,0.00011850361725065827,,
24809,99.54,0.00022111040779695997,,
24810,99.6,0.00019943291683647367,,
24811,99.61,0.0001531876027874363,,
24812,99.53,0.0001835360901321171,,
24813,99.52,0.00018787158832421434,,
24814,99.63,0.00011416811905856102,,
24815,99.55,0.0001459617724672742,,
24816,99.6,0.00012717461363485278,,
24817,99.62,0.00013006494576291763,,
24818,99.74,7.9484133521783e-05,,
24819,99.7,8.092929958581542e-05,,
24820,99.71,8.670996384194507e-05,,
24821,99.75,8.381963171388024e-05,,
24822,99.81,7.370346926565332e-05,,
24823,99.56,0.00026591055578196495,,
24824,99.55,0.00025868472546180285,,
24825,99.49,0.00027024605397406217,,
24826,99.5,0.0003555108517519748,,
24827,99.49,0.0002572395593977704,,
24828,99.5,0.0002644653897179325,,
24829,99.55,0.00018931675438824675,,
24830,99.71,0.00014885210459533905,,
24831,99.99,2.890332128064836e-06,,
24832,99.88,0.00011561328512259344,,
24833,99.65,0.00018931675438824675,,
24834,99.79,0.00014740693853130664,,
24835,99.77,0.00016185859917163084,,
24836,99.76,0.00014885210459533905,,
24837,99.43,0.0005939632523173238,,
24838,99.07,0.001005835580566563,,
24839,26.09,0.6911203216361592,幽龙长老的黑鞠号汇朱了,The Black Master of the Dragons has gathered together.
24840,97.56,0.0054078114116093085,幽龙长老的黑籁号汇朱了,The Black Master of the Dragons has gathered together.
24841,97.44,0.004705460704489553,幽龙长老的黑鞠号汇集了,The Black Master of the Dragons has gathered together.
24842,99.69,0.0003742980105843962,幽龙长老的黑」号汇集了,The Black Master of the Dragons has gathered together.
24843,99.44,0.0008916674615080019,幽龙长老的黑」号汇集了,The Black Master of the Dragons has gathered together.
24844,99.5,0.0003714076784563314,幽龙长老的黑鞠号汇集了,The Black Master of the Dragons has gathered together.
24845,99.37,0.0007457056890407277,幽龙长老的黑」号汇集了,The Black Master of the Dragons has gathered together.
24846,99.44,0.0008454221474589645,幽龙长老的黑」号汇集了,The Black Master of the Dragons has gathered together.
24847,99.49,0.00045956280836230895,幽龙长老的黑」号汇集了,The Black Master of the Dragons has gathered together.
24848,99.5,0.00057373092742087,幽龙长老的黑」号汇集了,The Black Master of the Dragons has gathered together.
24849,99.56,0.0005534986025244161,幽龙长老的黑」号汇集了,The Black Master of the Dragons has gathered together.
24850,99.34,0.0007326991944644359,幽龙长老的黑」号汇集了,The Black Master of the Dragons has gathered together.
24851,99.61,0.0003815238409045584,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24852,99.56,0.0003916400033527853,幽龙长老的黑」号汇集了,The Black Master of the Dragons has gathered together.
24853,99.72,0.0002991493752547105,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24854,99.72,0.0001849812561961495,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24855,99.55,0.0005679502631647403,幽龙长老的黑」号汇集了,The Black Master of the Dragons has gathered together.
24856,99.66,0.0005202597830516705,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24857,99.75,0.0002716912200380946,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24858,99.83,0.00016619409736372804,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24859,99.53,0.0006777828840312041,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24860,99.66,0.0003844141730326232,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24861,99.57,0.0004783499671947304,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24862,99.82,0.00017341992768389014,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24863,99.78,0.000176310259811955,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24864,99.85,0.00010838745480243134,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24865,99.67,0.0002355620684372841,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24866,99.84,0.00019509741864437644,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24867,99.84,8.237446564984782e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24868,99.9,6.214214075339397e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24869,99.86,7.803896745775058e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24870,99.94,5.6361476497264305e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24871,99.78,0.0002774718842942242,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24872,99.91,3.7574317664842866e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24873,99.85,9.249062809807475e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24874,99.89,4.913564617710221e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24875,99.92,4.046464979290771e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24876,99.94,2.6012989152583522e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24877,99.95,3.468398553677803e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24878,99.96,2.4567823088551106e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24879,99.96,2.890332128064836e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24880,99.96,2.6012989152583522e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24881,99.94,4.6245314049037374e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24882,99.96,2.4567823088551106e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24883,99.98,1.445166064032418e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24884,99.94,3.323881947274562e-05,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24885,99.49,0.0004638983065544062,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24886,99.59,0.0004349949852737578,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24887,99.62,0.0003222720322792292,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24888,99.84,0.00016185859917163084,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24889,99.7,0.00021243941141276543,幽龙长老的黑」号汇集了,The Black Master of the Dragons has gathered together.
24890,99.51,0.0011676941797381937,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24891,98.63,0.0042198849069746604,幽龙长老的黑霸号汇集了,The Black Master of the Dragons has gathered together.
24892,27.69,0.7026816501484185,,The Black Master of the Dragons has gathered together.
24893,22.83,0.7527580994332059,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24894,96.65,0.009405140744722975,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24895,99.7,0.00022544590598905722,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24896,99.74,0.00021388457747679787,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24897,99.61,0.0003771883427124611,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24898,99.73,0.0003237171983432617,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24899,99.68,0.0004118723282492391,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24900,99.76,0.0002355620684372841,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24901,99.14,0.0023874143377815545,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24902,98.98,0.002108497287423298,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24903,99.86,0.00018931675438824675,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24904,99.83,0.00021532974354083028,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24905,99.75,0.00031938170015116435,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24906,99.83,0.0001907619204522792,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24907,99.69,0.00035695601781600726,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24908,99.76,0.00033383336079148855,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24909,99.74,0.0002427878987574462,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24910,99.81,0.00021099424534873302,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24911,99.9,7.803896745775058e-05,异度空间的所有的负极能旱,All the negative negatives in the heterogeneous space can pass out.
24912,99.92,6.069697468936155e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24913,99.94,5.780664256129672e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24914,99.94,4.3354981920972536e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24915,99.96,3.0348487344680776e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24916,99.92,0.00010838745480243134,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24917,99.95,7.22583032016209e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24918,99.96,5.058081224113463e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24919,99.96,2.3122657024518687e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24920,99.96,1.445166064032418e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24921,99.98,1.3006494576291761e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24922,99.98,1.0116162448226928e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24923,99.97,1.0116162448226928e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24924,99.98,1.0116162448226928e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24925,99.97,1.445166064032418e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24926,99.99,8.670996384194507e-06,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24927,99.97,1.8787158832421433e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24928,99.98,1.1561328512259344e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24929,99.99,5.780664256129672e-06,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24930,99.99,5.780664256129672e-06,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24931,99.93,6.214214075339397e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24932,99.96,0.00010260679054630167,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24933,99.96,0.00010260679054630167,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24934,99.98,1.445166064032418e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24935,99.99,1.0116162448226928e-05,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24936,99.99,5.780664256129672e-06,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24937,98.39,0.0037328639433957356,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24938,99.34,0.0009595902665175255,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24939,99.04,0.0029076741208332252,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24940,99.47,0.001164803847610129,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24941,99.46,0.000809292995858154,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24942,99.46,0.0005925180862532913,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24943,99.44,0.000729808862336371,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24944,99.77,0.0002745815521661594,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24945,99.54,0.0006069697468936156,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24946,99.6,0.0005274856133718326,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24947,99.18,0.0012226104901714256,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24948,99.52,0.0007514863532968574,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24949,98.3,0.006032123151271313,异度空间的所有的负极能晕,All the negative negatives in the heterogeneous space can pass out.
24950,21.95,0.7613048115358936,,
24951,99.51,0.0005130339527315084,,
24952,99.49,0.0002355620684372841,,
24953,99.67,0.00012428428150678794,,
24954,99.76,4.6245314049037374e-05,,
24955,99.67,8.237446564984782e-05,,
24956,99.92,1.3006494576291761e-05,,
24957,99.74,5.780664256129672e-05,,
24958,99.78,5.6361476497264305e-05,,
24959,99.81,4.190981585694012e-05,,
24960,99.79,9.827129235420443e-05,,
24961,99.66,0.00015752310097953356,,
24962,25.33,0.7366343816567962,而莫能长老的风火轮则是,And the windmills of the imbeciles are...
24963,96.07,0.009513528199525407,而莫能长老的风火轮则是,And the windmills of the imbeciles are...
24964,99.58,0.0006069697468936156,而莫能长老的风火轮则是,And the windmills of the imbeciles are...
24965,99.83,0.00020087808290050608,而莫能长老的风火轮则是,And the windmills of the imbeciles are...
24966,99.86,0.00026591055578196495,而莫能长老的风火轮则是,And the windmills of the imbeciles are...
